,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,dire_1,dire_2,dire_3,dire_4,dire_5,radiant_win,match_id
9652,101,93,74,11,90,4,26,94,6,25,0,3905473833
9653,54,21,56,11,61,8,91,78,53,4,0,3905473835
9654,37,2,8,62,35,114,85,31,106,78,1,3905473836
9655,109,28,79,74,120,4,14,48,69,56,0,3905473837
9656,35,99,50,95,49,62,6,8,69,68,0,3905473838
9657,11,83,8,51,119,7,93,3,106,22,0,3905473839
9658,10,62,93,16,120,21,31,84,41,9,0,3905473854
9659,69,21,25,10,44,8,101,6,35,4,0,3905473857
9660,74,5,99,69,16,12,94,30,62,93,1,3905473860
9661,13,93,106,85,30,23,107,119,41,99,0,3905473865
9662,99,34,23,14,32,106,104,8,94,62,1,3905473866
9663,34,52,107,98,93,35,25,71,14,22,0,3905473898
9664,30,76,16,88,10,7,72,28,63,74,0,3905473900
9665,48,14,94,62,22,63,37,97,10,44,0,3905473901
9666,2,22,88,87,67,21,32,56,1,28,1,3905473907
9667,47,36,2,35,14,18,25,57,42,104,0,3905473911
9668,10,12,44,92,63,120,4,81,57,15,1,3905473912
9669,54,7,32,74,5,1,27,12,14,2,1,3905473914
9670,49,86,39,12,31,28,84,94,32,76,0,3905473915
9671,32,39,20,44,7,25,62,36,101,8,0,3905473916
9672,32,36,13,97,74,35,71,94,85,29,1,3905473934
9673,74,14,88,8,71,2,39,18,90,23,0,3905473937
9674,14,93,64,21,7,96,8,74,104,114,0,3905473941
9675,68,57,78,22,41,119,21,35,84,104,1,3905473942
9676,32,108,26,1,21,114,11,56,19,99,0,3905473943
9677,84,2,74,20,1,54,8,11,31,16,0,3905473945
9678,114,41,101,25,103,1,30,21,16,74,1,3905473946
9679,30,21,93,98,28,2,114,88,22,17,0,3905473948
9680,22,48,23,41,76,55,7,8,104,35,1,3905473950
9681,102,34,12,31,22,27,107,108,45,54,0,3905473959
9682,32,26,70,17,96,62,44,33,43,14,1,3905473964
9683,74,32,8,44,101,71,87,34,28,56,0,3905473965
9684,31,14,34,9,51,90,94,6,23,42,0,3905473968
9685,104,35,16,101,18,44,86,48,59,28,1,3905473971
9686,52,14,45,59,94,88,31,104,44,108,1,3905473988
9687,40,8,30,47,9,93,21,22,97,87,0,3905473990
9688,51,68,11,64,44,34,16,67,104,50,1,3905473991
9689,74,32,54,19,5,87,8,84,69,23,1,3905473992
9690,12,23,114,93,86,48,69,6,101,21,1,3905473996
9691,46,87,10,21,4,7,6,64,82,48,0,3905473998
9692,23,84,106,86,81,21,31,12,99,22,0,3905473999
9693,32,6,34,45,2,44,28,37,85,98,0,3905474000
9694,14,8,56,21,93,22,67,41,60,31,0,3905474003
9695,44,10,22,21,50,4,58,2,8,46,1,3905474004
9696,29,65,8,4,56,33,70,5,35,76,1,3905474031
9697,11,21,81,91,33,7,68,22,93,69,0,3905474034
9698,22,32,11,28,18,21,69,5,41,99,0,3905474035
9699,4,28,67,19,109,32,72,114,42,62,0,3905474038
9700,8,104,22,72,64,75,34,14,18,53,1,3905474039
9701,48,31,47,23,19,35,99,12,119,101,0,3905474040
9702,52,4,32,104,34,11,18,84,35,14,1,3905474041
9703,53,44,104,57,11,14,21,2,8,26,0,3905474045
9704,76,57,23,47,4,103,1,5,56,85,0,3905474050
9705,72,34,104,32,64,93,49,91,97,100,1,3905474051
9706,104,106,84,21,48,93,14,34,1,5,1,3905474054
9707,76,68,96,104,48,12,18,47,75,23,1,3905474055
9708,48,89,84,75,17,86,58,63,21,8,1,3905474056
9709,49,6,110,42,5,28,59,22,27,41,0,3905474057
9710,36,9,54,26,97,42,7,15,68,47,0,3905474058
9711,44,74,104,16,23,7,114,97,35,93,0,3905474060
9712,42,55,74,119,60,3,100,93,76,2,0,3905474064
9713,37,35,71,20,70,81,113,39,11,29,1,3905474065
9714,22,93,120,14,68,3,41,42,110,49,0,3905474086
9715,31,88,2,41,34,18,87,39,29,79,1,3905474087
9716,76,86,103,108,72,23,87,58,67,98,1,3905474090
9717,48,21,31,16,14,105,22,69,12,86,0,3905474094
9718,9,5,120,25,6,56,10,53,34,50,1,3905474097
9719,119,75,120,22,104,1,42,35,44,74,0,3905474098
9720,14,11,1,36,25,5,44,59,93,27,0,3905474116
9721,67,21,22,105,93,2,74,83,35,8,0,3905474117
9722,14,81,22,2,35,32,44,8,41,71,1,3905474118
9723,106,96,104,39,54,22,62,59,53,8,1,3905474120
9724,8,22,11,23,103,67,2,68,21,106,0,3905474122
9725,100,104,23,4,101,1,87,17,97,26,1,3905474124
9726,104,109,52,14,86,68,16,93,55,92,0,3905474125
9727,93,10,27,71,7,5,22,81,1,104,1,3905474126
9728,16,37,23,10,11,5,72,99,30,74,1,3905474128
9729,7,44,75,26,114,104,25,41,14,64,0,3905474129
9730,10,87,11,68,69,94,25,100,99,20,0,3905474133
9731,8,53,35,77,38,32,76,50,110,1,0,3905474134
9732,11,27,36,1,93,35,14,44,101,48,0,3905474153
9733,46,119,32,56,78,22,5,109,69,101,1,3905474159
9734,59,30,107,27,81,10,88,50,35,55,0,3905474160
9735,14,4,11,57,49,74,35,97,104,95,1,3905474162
9736,11,35,26,14,41,36,104,8,93,57,1,3905474164
9737,54,104,19,86,9,84,23,16,65,88,1,3905474165
9738,93,68,26,23,22,8,91,84,56,21,1,3905474166
9739,31,25,48,14,8,34,85,112,44,59,0,3905474169
9740,19,108,103,48,14,85,60,76,8,5,1,3905474170
9741,67,110,71,113,26,42,97,35,44,14,0,3905474193
9742,16,11,14,59,23,53,54,74,8,102,0,3905474197
9743,17,104,105,29,61,106,30,2,89,95,0,3905474203
9744,101,69,8,74,99,40,2,35,14,114,1,3905474205
9745,64,35,84,8,74,6,94,87,63,14,1,3905474206
9746,105,7,71,59,99,95,112,6,76,2,1,3905474208
9747,81,114,26,89,76,74,18,100,41,86,0,3905474210
9748,35,97,88,119,9,7,23,99,67,14,0,3905474213
9749,75,10,35,26,13,5,14,8,9,41,1,3905474217
9750,74,18,97,84,60,2,39,20,30,8,0,3905474239
9751,34,50,120,28,93,104,75,22,67,32,0,3905474241
9752,16,93,84,11,18,101,62,106,42,9,1,3905474242
9753,23,7,68,8,63,64,75,12,48,113,1,3905474243
9754,35,104,41,9,68,101,93,4,14,63,1,3905474246
9755,108,27,23,7,11,74,6,75,42,19,0,3905474254
9756,44,105,14,51,54,23,35,87,99,20,1,3905474255
9757,74,9,114,22,28,32,12,103,17,2,0,3905474273
9758,44,23,25,7,112,39,26,103,48,97,0,3905474274
9759,39,99,12,20,62,119,11,7,74,104,1,3905474275
9760,99,35,104,96,12,7,25,18,29,1,0,3905474276
9761,34,32,99,18,85,62,22,104,57,74,1,3905474277
9762,29,42,74,64,41,9,91,93,92,6,1,3905474281
9763,7,88,15,44,52,74,21,8,12,27,1,3905474284
9764,98,92,14,41,75,86,74,51,1,4,0,3905474298
9765,9,14,11,44,108,76,77,39,35,45,1,3905474300
9766,113,5,94,63,99,62,98,32,69,25,1,3905474302
9767,32,74,41,9,44,11,15,5,21,12,0,3905474304
9768,74,32,51,63,4,1,33,7,114,75,1,3905474305
9769,63,17,103,31,1,26,14,36,44,25,1,3905474306
9770,10,71,26,96,45,36,23,30,1,25,0,3905474308
9771,40,26,14,46,76,105,20,106,7,35,0,3905474310
9772,66,23,2,93,111,18,105,11,26,4,1,3905474311
9773,28,9,86,42,69,8,22,35,40,14,1,3905474336
9774,9,7,32,71,6,56,96,41,74,64,1,3905474337
9775,2,44,16,34,36,31,73,12,43,9,0,3905474339
9776,35,87,99,18,104,21,53,44,93,31,1,3905474340
9777,56,48,99,2,63,3,95,90,44,74,1,3905474341
9778,3,93,25,32,57,69,51,13,30,48,0,3905474344
9779,74,16,68,8,71,81,30,22,40,78,1,3905474347
9780,3,5,10,4,99,17,32,18,114,104,1,3905474350
9781,35,41,32,101,109,18,99,20,4,21,0,3905474351
9782,44,1,6,7,14,16,35,4,12,76,1,3905474353
9783,12,108,22,5,57,95,7,84,18,74,1,3905474354
9784,105,56,47,75,108,23,93,2,42,101,0,3905474374
9785,11,27,99,8,62,71,34,90,81,37,0,3905474375
9786,35,106,109,21,9,34,14,73,27,99,0,3905474376
9787,87,57,21,41,35,1,51,100,49,20,0,3905474377
9788,75,41,62,22,42,32,110,120,67,17,1,3905474381
9789,63,5,114,31,17,95,99,22,26,71,0,3905474383
9790,35,3,104,31,53,101,99,46,21,7,0,3905474385
9791,35,69,23,32,93,49,67,31,25,100,1,3905474387
9792,30,18,74,99,41,5,14,11,69,10,1,3905474389
9793,51,87,8,7,74,16,22,48,62,69,1,3905474390
9794,64,72,101,41,32,93,97,23,7,27,1,3905474420
9795,35,21,36,25,26,64,74,16,22,92,0,3905474422
9796,94,29,99,68,74,63,1,17,28,55,0,3905474423
9797,82,32,58,34,5,93,61,11,22,42,0,3905474424
9798,16,76,41,71,7,81,75,10,39,28,0,3905474425
9799,20,46,69,114,40,59,23,75,38,74,0,3905474426
9800,95,74,44,21,45,93,4,2,32,35,1,3905474427
9801,9,42,21,73,6,95,36,44,16,64,1,3905474450
9802,41,112,108,49,110,119,109,51,25,14,1,3905474451
9803,66,12,82,7,88,113,23,92,48,86,1,3905474452
9804,99,44,26,8,106,18,120,45,96,104,1,3905474453
9805,23,44,1,120,3,41,74,26,112,14,1,3905474455
9806,36,52,7,4,32,99,9,67,86,38,1,3905474456
9807,74,86,70,27,99,1,14,71,26,11,1,3905474463
9808,63,93,30,71,8,21,101,35,42,70,0,3905474466
9809,5,94,73,18,25,43,62,20,84,64,0,3905474468
9810,23,74,75,99,71,35,42,81,50,51,0,3905474488
9811,16,74,21,71,14,75,4,42,41,5,0,3905474489
9812,94,100,32,74,8,41,110,14,101,1,1,3905474490
9813,15,90,8,108,40,113,99,83,17,46,1,3905474492
9814,9,31,44,110,11,21,51,100,72,48,0,3905474493
9815,8,74,13,52,86,34,36,4,42,14,0,3905474496
9816,3,18,63,101,93,14,21,51,41,86,0,3905474497
9817,60,11,26,94,31,40,14,44,6,101,1,3905474502
9818,44,36,14,113,64,31,25,32,18,12,0,3905474503
9819,51,55,22,72,26,2,9,16,67,35,1,3905474504
9820,85,108,21,74,114,70,93,20,14,4,0,3905474526
9821,18,98,75,93,30,68,5,8,2,101,0,3905474527
9822,42,3,69,60,11,26,35,94,8,30,0,3905474528
9823,101,17,63,32,67,73,5,1,27,22,1,3905474532
9824,93,21,104,23,99,114,36,62,74,28,0,3905474533
9825,74,21,6,96,26,35,91,28,54,69,0,3905474537
9826,30,11,14,25,67,5,74,44,16,113,1,3905474538
9827,75,23,81,71,34,41,87,25,15,14,0,3905474539
9828,93,5,68,76,55,91,48,69,22,74,0,3905474540
9829,82,11,104,87,14,25,20,94,119,26,1,3905474545
9830,17,96,111,45,41,6,86,106,23,71,1,3905474570
9831,104,86,74,48,71,112,87,70,25,108,0,3905474572
9832,72,14,17,55,112,9,87,74,41,7,0,3905474576
9833,95,71,2,14,63,16,43,42,44,37,1,3905474584
9834,2,22,62,119,5,88,74,56,42,48,1,3905474585
9835,40,113,74,14,68,111,11,62,104,73,1,3905474589
9836,11,26,75,49,19,92,71,22,48,55,1,3905474591
9837,21,97,105,44,41,35,22,11,14,98,0,3905474613
9838,87,84,53,25,72,36,31,17,62,71,0,3905474614
9839,37,107,8,14,49,31,7,4,72,74,1,3905474616
9840,32,35,112,6,36,13,67,17,90,68,1,3905474618
9841,6,5,18,63,31,11,75,22,48,97,0,3905474619
9842,23,35,5,19,8,45,108,114,36,47,1,3905474623
9843,42,57,91,13,99,69,37,101,62,73,0,3905474626
9844,75,76,54,56,11,72,99,39,14,50,1,3905474627
9845,48,11,99,101,88,23,79,83,109,7,0,3905474632
9846,39,101,105,12,109,21,14,7,41,74,0,3905474634
9847,41,18,97,99,5,30,23,39,54,79,0,3905474635
9848,12,76,48,87,40,71,18,63,74,75,0,3905474636
9849,21,97,18,7,62,52,67,3,71,22,0,3905474641
9850,74,87,16,97,106,31,26,25,93,103,0,3905474643
9851,111,99,1,17,68,11,60,31,10,78,1,3905474644
9852,56,23,14,11,41,7,21,49,8,87,1,3905474645
9853,68,9,51,69,76,104,94,28,10,86,1,3905474662
9854,72,35,44,41,4,96,39,48,21,1,1,3905474663
9855,15,32,74,50,28,75,83,99,49,18,1,3905474664
9856,39,5,44,102,57,35,74,48,75,66,1,3905474665
9857,94,45,106,62,71,47,5,18,104,107,1,3905474666
9858,5,35,75,71,99,83,93,15,41,8,0,3905474667
9859,75,23,67,97,22,8,34,12,86,71,0,3905474680
9860,8,105,2,41,17,75,56,6,14,44,0,3905474681
9861,41,86,22,14,17,42,62,106,69,5,0,3905474682
9862,21,78,27,8,101,54,71,114,100,74,1,3905474683
9863,39,109,99,44,65,62,40,114,47,21,0,3905474689
9864,2,6,36,81,83,95,100,14,35,88,1,3905474692
9865,119,93,75,35,3,11,63,2,50,81,0,3905474693
9866,99,72,31,41,103,8,2,79,94,34,0,3905474695
9867,30,111,99,74,41,21,32,27,93,76,1,3905474697
9868,37,69,76,48,88,47,101,21,54,64,0,3905474712
9869,84,63,7,8,9,25,114,14,6,40,1,3905474715
9870,31,64,44,106,7,104,42,26,56,93,0,3905474716
9871,106,18,33,14,84,44,22,21,2,71,0,3905474717
9872,44,32,14,39,16,35,1,26,9,49,1,3905474718
9873,14,21,48,39,26,95,22,57,105,99,0,3905474719
9874,93,87,70,34,86,88,60,11,48,5,1,3905474721
9875,91,28,17,72,5,67,64,76,51,71,1,3905474722
9876,35,78,86,74,27,59,101,67,37,23,0,3905474726
9877,10,56,7,71,8,101,12,41,26,119,0,3905474727
9878,86,22,9,46,95,38,101,97,47,8,0,3905474731
9879,32,25,67,95,18,81,22,35,52,77,0,3905474745
9880,60,112,29,25,1,27,10,22,14,2,0,3905474746
9881,4,2,11,47,70,99,13,104,35,95,0,3905474750
9882,41,22,72,16,68,69,110,2,63,8,1,3905474756
9883,26,54,11,44,68,33,17,56,2,18,0,3905474758
9884,89,21,59,44,52,108,4,20,22,93,0,3905474762
9885,27,8,101,80,51,14,86,7,48,22,1,3905474763
9886,17,119,103,21,12,83,93,64,14,101,1,3905474765
9887,11,51,26,8,41,44,68,60,23,34,1,3905474786
9888,42,67,22,93,97,27,84,28,4,77,0,3905474787
9889,88,70,44,106,112,101,22,8,21,2,0,3905474788
9890,10,60,114,70,27,56,93,83,62,2,1,3905474789
9891,99,69,6,30,114,5,36,96,44,35,1,3905474790
9892,48,99,93,67,35,96,14,43,105,49,1,3905474791
9893,114,28,61,22,57,48,52,30,99,8,0,3905474795
9894,54,68,26,49,63,21,84,42,4,22,0,3905474799
9895,48,29,119,71,13,63,113,97,16,33,1,3905474800
9896,8,4,7,31,99,5,22,87,23,106,1,3905474801
9897,42,25,44,5,108,14,13,45,98,1,1,3905474827
9898,41,79,75,69,11,23,72,12,100,3,0,3905474834
9899,21,44,49,9,26,48,11,14,64,108,0,3905474835
9900,18,75,16,12,44,14,41,93,76,31,0,3905474858
9901,16,72,104,107,8,98,26,113,93,87,1,3905474859
9902,77,64,54,18,76,23,82,114,75,1,0,3905474860
9903,45,82,34,41,104,62,1,119,14,100,0,3905474863
9904,12,42,25,32,41,44,21,7,34,95,0,3905474866
9905,6,70,29,4,3,97,18,7,9,56,1,3905474867
9906,22,99,9,73,14,11,106,32,35,44,1,3905474868
9907,71,6,7,104,105,14,32,114,13,44,0,3905474872
9908,35,7,30,41,100,108,119,63,9,11,1,3905474874
9909,99,95,57,8,6,1,91,94,56,42,0,3905474875
9910,103,46,29,1,5,99,25,14,93,86,1,3905474877
9911,48,17,119,19,88,34,62,30,18,97,1,3905474878
9912,48,99,18,8,35,11,81,4,42,9,0,3905474883
9913,43,30,71,62,4,75,108,8,14,5,0,3905474889
9914,108,72,48,103,69,109,85,22,119,71,0,3905474902
9915,44,108,23,35,53,28,10,1,84,22,1,3905474905
9916,23,13,40,22,48,41,101,37,91,2,0,3905474907
9917,108,9,101,41,17,56,75,36,84,21,0,3905474908
9918,26,6,10,53,23,29,72,44,21,5,1,3905474909
9919,23,77,5,69,99,49,16,22,111,70,0,3905474910
9920,84,64,9,47,8,5,100,99,23,72,1,3905474911
9921,5,81,8,17,23,63,11,54,27,14,1,3905474912
9922,41,34,87,69,63,74,36,10,20,73,0,3905474913
9923,106,2,48,7,26,8,89,79,36,69,1,3905474914
9924,75,54,78,60,17,27,26,44,59,104,0,3905474916
9925,88,61,48,104,74,49,35,46,113,95,0,3905474917
9926,21,93,13,26,107,5,101,48,98,27,0,3905474918
9927,8,120,32,26,17,27,77,34,4,75,1,3905474922
9928,44,39,28,25,1,69,32,22,93,12,0,3905474923
9929,14,10,33,106,31,119,99,41,34,86,0,3905474926
9930,18,36,93,47,44,35,101,48,71,30,1,3905474945
9931,38,12,64,100,74,75,7,8,9,86,1,3905474948
9932,44,5,4,14,74,22,95,18,52,38,1,3905474951
9933,106,103,6,119,5,25,27,10,58,31,1,3905474955
9934,33,67,99,5,35,1,75,53,73,94,1,3905474956
9935,8,114,5,11,44,14,59,95,32,26,1,3905474961
9936,21,101,8,7,35,42,30,85,68,17,1,3905474962
9937,14,74,6,33,7,5,1,35,2,110,0,3905474980
9938,112,51,71,93,76,25,1,101,42,9,1,3905474982
9939,14,74,70,44,1,10,5,8,9,16,1,3905474983
9940,18,31,22,9,21,93,30,76,28,14,1,3905474985
9941,9,39,1,83,101,93,69,4,42,2,0,3905474987
9942,114,74,26,104,75,48,22,49,87,83,1,3905474989
9943,42,37,97,109,23,11,5,69,7,10,0,3905474990
9944,11,59,90,49,23,41,63,64,14,16,1,3905474995
9945,5,43,8,23,75,44,26,4,97,31,0,3905475000
9946,29,22,84,8,86,34,16,64,14,41,1,3905475001
9947,4,110,7,1,29,106,9,95,93,22,1,3905475017
9948,40,28,110,35,34,39,21,14,93,26,1,3905475020
9949,21,12,100,31,49,65,35,93,20,84,1,3905475023
9950,79,6,110,44,70,35,37,32,21,48,1,3905475024
9951,12,97,100,87,11,54,114,7,62,39,1,3905475032
9952,41,20,21,39,30,34,44,7,37,31,0,3905475033
9953,61,88,86,75,54,52,8,14,97,63,1,3905475038
9954,104,3,11,62,41,106,68,38,59,7,0,3905475039
9955,40,104,10,34,71,8,53,14,97,68,1,3905475059
9956,14,5,44,22,99,21,2,100,64,72,1,3905475061
9957,108,22,102,63,33,74,16,23,1,32,1,3905475062
9958,44,11,46,33,7,95,104,56,75,74,0,3905475064
9959,120,7,104,101,47,99,44,11,119,68,0,3905475065
9960,14,8,53,34,69,74,42,114,101,41,0,3905475070
9961,62,59,111,6,53,32,7,5,93,11,1,3905475073
9962,11,62,27,23,95,99,85,35,67,30,1,3905475074
9963,104,28,72,22,48,8,75,99,5,17,1,3905475075
9964,97,84,22,26,35,47,5,8,99,23,0,3905475077
9965,101,32,17,104,53,75,23,45,12,9,1,3905475083
9966,86,33,65,97,63,22,41,20,51,25,0,3905475084
9967,56,63,96,97,4,59,22,75,31,8,0,3905475085
9968,86,67,23,14,82,10,40,34,112,69,1,3905475104
9969,47,30,35,120,14,109,16,56,22,21,1,3905475108
9970,67,71,3,17,99,76,110,48,14,32,1,3905475110
9971,43,105,2,23,70,67,26,14,47,96,1,3905475112
9972,44,76,28,69,30,21,27,10,23,75,0,3905475113
9973,47,16,68,12,46,48,108,29,31,17,0,3905475114
9974,60,119,26,34,41,101,22,48,23,14,0,3905475117
9975,76,86,97,85,32,119,17,80,49,71,1,3905475122
9976,69,26,48,22,23,21,41,14,47,110,1,3905475124
9977,6,2,27,36,104,14,63,44,92,22,1,3905475126
9978,112,14,10,40,21,8,23,28,39,5,0,3905475131
9979,71,22,14,108,8,51,48,32,7,106,0,3905475133
9980,59,14,34,93,18,2,57,104,8,31,0,3905475135
9981,93,34,31,68,35,40,4,9,100,8,1,3905475154
9982,16,2,61,82,74,86,34,10,104,14,1,3905475155
9983,49,2,14,30,44,11,119,9,8,28,0,3905475156
9984,21,40,41,53,64,63,19,72,11,5,0,3905475157
9985,33,9,1,93,23,44,18,11,86,4,1,3905475159
9986,29,11,5,18,4,46,101,93,30,81,1,3905475160
9987,22,104,54,74,9,40,32,8,11,28,0,3905475161
9988,56,67,37,75,93,35,6,110,8,29,1,3905475162
9989,31,94,85,48,17,14,8,40,10,79,1,3905475164
9990,44,70,27,11,71,32,31,4,99,81,0,3905475165
9991,64,91,39,109,51,101,29,94,44,5,0,3905475167
9992,30,56,71,12,106,70,26,47,69,25,1,3905475173
9993,14,7,42,37,99,62,44,74,17,6,0,3905475174
9994,35,75,81,99,20,95,26,23,11,16,1,3905475175
9995,20,13,95,99,111,106,14,86,64,8,1,3905475176
9996,2,75,93,106,40,32,59,22,42,50,0,3905475177
9997,87,109,51,11,2,8,69,112,84,22,1,3905475178
9998,41,11,51,21,99,84,32,36,4,49,0,3905475179
9999,41,11,50,93,71,2,17,32,14,109,1,3905475180
10000,106,88,9,32,1,101,48,23,74,17,0,3905475194
10001,8,18,101,4,99,102,49,28,86,77,0,3905475196
10002,32,78,1,86,35,94,26,9,83,23,0,3905475201
10003,39,87,48,89,33,57,93,17,3,55,1,3905475206
10004,4,14,8,5,56,71,35,3,48,76,1,3905475207
10005,25,99,9,81,7,114,44,41,87,74,0,3905475210
10006,72,32,86,48,35,97,119,60,14,49,0,3905475213
10007,23,9,106,97,42,74,28,54,113,99,1,3905475214
10008,23,31,67,105,11,94,44,35,29,12,1,3905475224
10009,76,93,2,21,5,10,48,74,99,14,0,3905475225
10010,93,30,21,78,91,41,66,34,110,42,0,3905475226
10011,94,79,4,22,88,6,14,40,44,3,1,3905475238
10012,2,32,22,95,20,1,71,70,5,31,1,3905475240
10013,13,30,106,25,40,50,48,96,76,71,1,3905475243
10014,14,33,96,21,39,9,74,28,59,84,1,3905475245
10015,9,74,44,35,26,41,14,22,58,104,0,3905475246
10016,1,12,86,73,8,19,14,26,41,22,1,3905475249
10017,34,47,68,93,97,44,22,114,100,53,1,3905475250
10018,94,14,79,11,55,75,46,93,63,101,1,3905475251
10019,59,14,11,41,34,70,113,114,31,18,1,3905475252
10020,67,25,70,86,32,31,12,83,104,35,1,3905475259
10021,17,59,101,42,14,63,114,5,25,41,0,3905475260
10022,26,82,47,42,14,101,31,2,35,48,0,3905475263
10023,32,63,73,101,86,93,74,87,42,104,1,3905475264
10024,104,14,64,69,22,108,23,81,26,41,0,3905475266
10025,114,6,99,12,28,53,30,34,18,54,1,3905475268
10026,102,94,6,74,20,71,62,44,19,26,1,3905475270
10027,86,41,10,22,76,49,5,8,40,75,0,3905475298
10028,8,9,63,99,77,28,2,32,11,44,0,3905475302
10029,63,10,31,28,71,84,41,14,2,17,1,3905475305
10030,35,68,102,71,48,69,14,114,1,86,1,3905475308
10031,27,47,13,5,114,41,84,98,76,14,1,3905475310
10032,86,18,3,62,34,94,32,63,93,22,0,3905475312
10033,79,98,48,9,21,22,74,56,85,93,1,3905475330
10034,4,2,81,104,11,93,14,84,51,8,0,3905475331
10035,67,26,71,21,101,75,8,44,10,17,1,3905475333
10036,23,31,70,120,35,14,25,7,39,71,1,3905475336
10037,3,14,74,47,44,42,75,68,69,43,0,3905475337
10038,105,18,8,99,22,21,94,39,45,48,0,3905475339
10039,14,104,74,1,68,91,5,17,93,21,0,3905475340
10040,18,20,28,74,31,7,14,90,8,12,1,3905475341
10041,27,104,71,42,45,55,22,60,25,12,0,3905475342
10042,5,104,10,30,74,120,49,90,99,91,1,3905475343
10043,36,93,32,22,113,44,17,99,59,7,1,3905475344
10044,1,49,20,86,44,74,84,8,30,40,1,3905475348
10045,97,14,106,8,75,11,114,84,57,5,0,3905475349
10046,23,82,35,109,5,41,14,99,22,27,1,3905475351
10047,26,11,16,88,6,69,72,22,14,4,0,3905475370
10048,8,106,68,26,99,44,18,5,39,14,0,3905475371
10049,17,99,18,112,12,35,41,20,39,93,0,3905475372
10050,15,13,86,69,3,32,39,5,14,35,0,3905475373
10051,25,17,95,22,87,32,14,5,26,35,1,3905475374
10052,119,42,11,102,22,9,25,4,75,95,1,3905475375
10053,25,104,96,109,4,7,51,13,12,3,1,3905475376
10054,60,17,120,114,7,8,45,49,111,25,1,3905475382
10055,4,71,63,14,49,36,7,93,84,34,1,3905475388
10056,2,67,64,50,59,12,62,48,91,39,1,3905475390
10057,35,11,87,8,104,2,14,74,57,36,1,3905475391
10058,22,69,14,89,8,51,11,23,26,102,1,3905475393
10059,35,101,14,18,9,28,84,22,7,21,1,3905475409
10060,4,88,44,16,22,7,14,1,34,51,0,3905475413
10061,33,16,10,42,104,35,97,13,1,2,1,3905475414
10062,84,11,29,109,27,16,5,23,35,108,0,3905475417
10063,45,32,28,6,44,14,10,98,47,17,1,3905475418
10064,34,2,22,64,12,74,71,94,27,114,1,3905475422
10065,13,3,4,77,63,42,21,27,22,14,1,3905475423
10066,56,40,41,69,33,3,63,87,42,46,1,3905475424
10067,36,35,32,2,5,99,71,101,44,82,1,3905475427
10068,39,4,29,32,87,93,11,105,103,89,1,3905475428
10069,16,22,94,26,10,8,27,75,85,11,0,3905475432
10070,8,34,98,37,87,79,22,93,75,60,1,3905475435
10071,26,94,78,93,14,41,65,21,57,79,1,3905475436
10072,74,68,14,99,72,93,28,89,22,106,0,3905475437
10073,83,1,5,21,13,39,47,23,93,64,0,3905475438
10074,34,93,91,83,104,52,63,41,79,74,0,3905475439
10075,48,8,5,97,31,91,1,35,14,38,1,3905475455
10076,11,23,21,32,1,44,2,12,86,18,0,3905475458
10077,96,67,20,33,13,29,80,71,104,23,1,3905475459
10078,104,90,35,21,106,42,84,105,114,22,0,3905475461
10079,32,34,14,10,88,22,93,27,75,103,0,3905475465
10080,14,81,47,5,42,83,25,93,8,101,1,3905475466
10081,97,44,42,33,8,104,93,6,53,74,0,3905475468
10082,114,31,104,83,74,14,59,7,54,4,1,3905475472
10083,89,35,72,22,68,18,5,40,4,14,1,3905475475
10084,6,114,30,9,2,27,4,59,35,42,0,3905475476
10085,5,22,48,31,32,75,102,74,110,16,1,3905475477
10086,99,32,44,31,6,1,59,71,101,4,1,3905475501
10087,59,99,48,21,60,120,89,39,9,69,1,3905475507
10088,50,63,10,119,39,101,36,107,8,105,0,3905475509
10089,84,90,27,43,8,47,22,26,15,35,1,3905475511
10090,82,26,21,111,48,59,119,63,30,56,0,3905475514
10091,67,51,21,30,71,41,37,65,8,104,1,3905475515
10092,72,93,57,11,37,75,96,19,16,30,1,3905475516
10093,23,114,84,99,87,18,9,11,27,40,1,3905475518
10094,6,108,59,44,96,7,62,74,71,35,1,3905475519
10095,22,16,7,12,112,95,74,62,75,14,1,3905475523
10096,78,7,35,70,21,17,44,81,48,20,1,3905475525
10097,44,86,62,22,51,101,23,97,34,82,1,3905475527
10098,99,20,41,76,37,114,36,18,42,5,0,3905475528
10099,85,41,75,21,95,52,5,32,99,35,0,3905475530
10100,34,36,3,21,10,48,32,16,17,87,0,3905475539
10101,3,4,76,100,93,31,11,73,103,99,0,3905475556
10102,49,54,32,11,90,4,35,9,8,93,1,3905475558
10103,54,15,30,76,75,74,16,119,33,48,0,3905475559
10104,9,99,120,64,4,75,74,114,45,108,1,3905475560
10105,114,53,6,23,44,14,8,7,56,21,0,3905475565
10106,28,44,26,97,21,67,32,29,64,23,0,3905475566
10107,57,41,31,74,104,11,30,51,81,68,1,3905475570
10108,34,32,105,119,99,51,84,28,93,109,0,3905475587
10109,60,87,12,91,21,41,52,16,119,42,0,3905475590
10110,54,31,14,38,44,86,33,74,93,99,1,3905475591
10111,74,43,1,4,63,62,42,14,35,36,0,3905475593
10112,30,99,4,17,1,6,104,53,8,42,0,3905475594
10113,27,44,11,98,14,26,4,74,2,36,1,3905475595
10114,16,44,43,64,93,88,10,22,84,33,1,3905475601
10115,74,9,31,69,8,20,7,47,23,119,1,3905475604
