,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,dire_1,dire_2,dire_3,dire_4,dire_5,radiant_win,match_id
471,22,67,76,40,96,30,104,106,109,54,1,3905437846
472,48,100,43,93,11,4,71,27,1,23,1,3905437850
473,40,18,12,48,7,35,99,97,41,5,1,3905437851
474,8,38,43,64,75,28,90,21,10,40,0,3905437853
475,14,69,25,21,95,35,106,50,38,74,0,3905437855
476,19,119,13,32,84,93,48,71,104,8,0,3905437856
477,5,14,71,35,93,60,107,4,22,74,0,3905437857
478,84,15,97,105,22,36,53,2,104,109,0,3905437864
479,71,1,100,37,93,21,40,73,6,35,1,3905437866
480,14,6,70,44,71,34,35,16,2,81,1,3905437867
481,113,5,100,21,41,14,23,56,17,16,0,3905437870
482,21,20,108,6,18,29,95,74,88,87,1,3905437886
483,1,113,97,22,86,87,42,8,73,119,0,3905437888
484,74,112,42,71,93,48,8,17,12,7,1,3905437889
485,62,47,20,67,119,44,21,22,14,97,0,3905437894
486,95,5,14,81,1,28,17,98,78,47,0,3905437898
487,47,119,29,27,11,74,2,7,8,4,0,3905437901
488,23,96,22,120,72,54,36,71,31,61,0,3905437927
489,44,14,22,71,101,35,81,4,7,12,0,3905437929
490,27,93,85,74,72,20,108,73,67,14,1,3905437931
491,3,75,23,4,41,21,89,11,2,8,0,3905437936
492,96,17,5,25,42,69,16,48,74,40,1,3905437938
493,50,26,114,38,15,76,64,68,44,2,1,3905437942
494,104,100,5,8,43,14,32,20,51,21,1,3905437943
495,53,21,71,59,18,12,4,74,83,63,0,3905437961
496,4,90,21,14,8,75,109,44,86,29,0,3905437963
497,86,35,7,12,69,48,11,32,28,50,0,3905437965
498,86,41,104,4,12,23,101,93,106,99,0,3905437967
499,9,11,76,59,64,93,110,91,31,22,0,3905437968
500,34,71,110,5,56,48,27,26,8,17,1,3905437970
501,35,32,22,105,71,67,10,34,23,44,1,3905437971
502,62,21,35,2,110,12,44,97,5,33,1,3905437972
503,44,104,21,6,42,35,87,71,47,61,0,3905437979
504,11,69,50,91,48,23,94,100,22,16,0,3905437980
505,90,81,16,21,35,49,22,95,64,17,0,3905437984
506,7,27,18,94,31,30,99,12,11,42,0,3905437985
507,13,5,89,8,113,71,22,101,80,86,1,3905437986
508,71,32,42,34,5,11,44,35,51,22,1,3905437987
509,120,84,8,75,74,9,52,1,96,79,0,3905437989
510,84,119,18,62,22,27,67,32,8,43,0,3905437990
511,53,30,11,2,32,84,48,23,99,82,1,3905437991
512,82,97,109,64,14,48,107,11,9,58,0,3905437992
513,6,105,23,2,106,5,29,10,109,88,1,3905438015
514,19,22,95,74,12,35,63,106,29,7,1,3905438016
515,15,28,113,84,64,35,16,11,98,23,1,3905438018
516,23,14,8,44,85,98,35,9,114,31,0,3905438020
517,45,21,53,8,12,7,93,74,104,99,0,3905438021
518,75,21,114,56,28,104,71,32,36,53,0,3905438022
519,99,44,26,22,57,35,14,95,87,3,1,3905438023
520,71,86,44,25,54,8,4,93,102,11,0,3905438027
521,71,21,1,101,74,11,9,31,120,41,0,3905438032
522,88,35,48,90,51,57,67,93,40,44,1,3905438034
523,67,39,7,21,101,11,8,4,23,69,1,3905438035
524,22,101,11,93,108,26,88,69,14,59,0,3905438037
525,86,120,76,92,100,69,63,11,3,12,0,3905438039
526,26,56,44,21,20,18,27,53,43,9,1,3905438042
527,35,27,75,2,94,6,30,47,99,113,0,3905438043
528,69,48,14,84,106,2,67,120,21,29,1,3905438060
529,27,102,12,14,46,2,31,90,48,74,1,3905438061
530,14,74,54,120,5,93,22,10,21,86,0,3905438063
531,104,68,86,114,19,43,69,14,119,41,0,3905438065
532,93,104,17,16,101,70,2,21,37,7,0,3905438067
533,12,74,38,5,32,35,30,62,18,60,1,3905438069
534,76,4,30,49,27,81,11,14,93,114,1,3905438070
535,76,84,25,8,14,75,17,67,68,72,0,3905438074
536,1,76,81,32,8,48,99,114,18,88,0,3905438076
537,2,31,21,119,14,71,12,6,7,99,0,3905438078
538,59,104,11,73,7,32,22,68,83,12,1,3905438080
539,7,69,35,48,98,86,85,8,15,65,0,3905438083
540,79,48,2,49,91,87,26,97,95,8,0,3905438104
541,44,104,81,105,14,6,22,99,11,74,1,3905438108
542,40,26,99,9,70,93,85,21,55,59,1,3905438109
543,11,2,108,27,110,10,7,21,47,74,0,3905438111
544,41,25,74,6,4,14,34,11,33,69,0,3905438114
545,109,14,106,21,110,89,99,59,56,62,1,3905438115
546,48,103,26,83,18,13,22,5,35,14,1,3905438117
547,1,35,74,99,41,22,15,11,14,8,1,3905438119
548,85,48,21,32,17,67,106,2,31,22,0,3905438124
549,49,14,6,45,81,87,36,23,93,75,0,3905438125
550,11,41,35,21,5,42,44,105,45,43,1,3905438127
551,26,100,109,67,22,86,108,27,10,44,0,3905438151
552,81,101,105,18,44,40,104,99,29,64,1,3905438155
553,42,69,119,36,41,3,61,72,2,91,1,3905438157
554,31,7,32,41,98,30,114,28,82,38,0,3905438160
555,74,14,10,32,61,86,99,8,105,13,1,3905438162
556,16,48,74,91,114,46,98,104,26,75,1,3905438163
557,35,102,11,64,55,69,103,17,91,42,0,3905438164
558,104,81,33,35,39,93,14,11,22,41,0,3905438165
559,94,63,84,99,32,62,23,67,35,51,0,3905438166
560,27,104,67,14,1,12,7,70,62,35,1,3905438167
561,69,21,75,32,8,94,31,23,101,62,1,3905438170
562,35,8,18,104,57,25,83,21,27,2,0,3905438172
563,89,11,44,81,14,8,74,99,42,105,0,3905438176
564,95,58,30,3,120,103,90,8,17,14,0,3905438177
565,101,68,41,16,23,14,74,30,73,21,1,3905438193
566,41,97,11,14,88,5,93,2,64,101,1,3905438194
567,7,44,47,99,22,88,23,86,52,48,0,3905438196
568,113,41,32,48,62,88,56,104,18,93,0,3905438199
569,74,100,47,21,99,4,14,32,35,11,1,3905438201
570,14,99,110,73,35,7,85,39,87,18,0,3905438205
571,21,34,14,8,42,110,83,41,56,74,0,3905438206
572,71,101,35,75,4,39,2,36,45,76,0,3905438208
573,31,42,76,93,104,11,1,105,23,44,1,3905438211
574,34,68,35,23,104,79,22,67,14,38,1,3905438216
575,48,18,30,44,5,80,32,99,14,106,1,3905438218
576,38,81,57,30,76,31,104,93,14,108,1,3905438238
577,105,42,74,21,113,40,4,31,11,35,0,3905438240
578,85,14,35,11,16,34,32,104,5,9,0,3905438243
579,32,14,35,5,25,74,58,6,11,1,1,3905438244
580,71,105,42,70,56,63,15,74,27,93,1,3905438247
581,34,9,20,64,120,21,84,8,89,15,1,3905438252
582,60,34,104,31,44,14,35,28,26,41,0,3905438253
583,45,46,29,31,94,74,81,41,119,21,1,3905438277
584,22,42,34,18,14,1,73,25,4,6,1,3905438281
585,104,44,21,100,75,106,19,35,101,88,1,3905438283
586,99,52,37,17,114,30,14,23,90,93,0,3905438289
587,82,44,74,7,101,14,12,9,32,108,1,3905438292
588,22,119,104,42,8,64,2,48,99,11,1,3905438293
589,99,9,20,64,59,48,104,35,23,112,1,3905438295
590,16,44,75,11,86,19,41,74,35,120,1,3905438314
591,95,86,35,60,14,59,42,3,19,47,1,3905438315
592,49,74,9,4,1,11,67,32,18,101,0,3905438317
593,30,105,12,44,35,94,8,26,17,42,1,3905438322
594,99,42,14,75,74,102,22,8,51,31,0,3905438323
595,104,86,84,73,11,28,9,14,93,68,0,3905438324
596,74,26,1,27,14,97,9,104,43,18,1,3905438325
597,95,14,30,34,57,87,72,7,99,106,1,3905438326
598,104,78,11,6,70,8,18,39,110,73,1,3905438328
599,101,67,104,42,74,19,75,12,6,60,0,3905438330
600,2,6,42,101,95,35,22,4,99,18,1,3905438333
601,96,1,11,114,32,26,63,93,14,75,0,3905438334
602,67,99,42,106,5,8,93,35,73,48,0,3905438337
603,8,104,20,14,47,35,9,103,112,70,0,3905438338
604,31,32,59,18,97,39,68,55,10,67,0,3905438339
605,1,71,5,44,107,12,22,30,120,101,0,3905438340
606,88,22,31,63,99,71,28,76,86,44,0,3905438357
607,105,8,32,93,81,110,47,84,2,35,1,3905438358
608,1,97,28,11,23,105,40,26,46,8,0,3905438360
609,98,11,70,16,30,34,63,7,17,93,1,3905438362
610,109,100,31,17,9,22,86,49,94,63,0,3905438364
611,97,10,21,74,50,69,26,42,39,67,0,3905438366
612,28,26,21,69,8,99,9,25,14,93,1,3905438369
613,26,74,11,31,34,69,5,81,113,21,0,3905438374
614,43,1,59,85,36,30,81,70,76,27,0,3905438375
615,20,41,1,38,101,109,75,60,74,5,0,3905438377
616,7,114,101,74,51,3,2,46,91,72,0,3905438378
617,87,35,41,16,63,21,103,68,39,54,1,3905438405
618,74,25,51,2,68,70,71,37,100,5,1,3905438406
619,27,51,101,12,111,102,119,44,106,32,1,3905438407
620,80,34,9,85,84,28,2,74,35,59,0,3905438412
621,39,8,119,9,12,6,36,58,42,93,1,3905438413
622,9,28,74,56,114,62,99,93,35,84,0,3905438414
623,75,35,74,71,41,97,45,99,44,50,0,3905438415
624,5,56,99,108,34,63,13,27,48,14,1,3905438416
625,63,2,14,11,44,101,108,29,15,35,1,3905438417
626,14,58,35,5,10,101,54,99,21,105,0,3905438418
627,19,31,53,93,17,86,102,8,27,51,0,3905438420
628,22,28,21,6,5,20,64,19,119,35,1,3905438421
629,72,11,41,100,86,27,55,74,84,8,0,3905438422
630,47,20,38,68,8,12,11,30,50,93,0,3905438424
631,20,6,71,14,93,82,87,109,12,35,1,3905438425
632,77,85,10,19,73,18,16,57,53,17,1,3905438426
633,53,32,35,56,27,43,105,95,18,25,1,3905438429
634,2,23,1,84,11,41,8,44,9,20,1,3905438430
635,71,35,1,6,12,39,81,105,5,93,0,3905438431
636,77,35,22,64,19,20,93,105,14,94,0,3905438434
637,34,16,62,75,42,3,35,21,97,8,1,3905438438
638,4,25,26,7,1,93,99,21,44,64,1,3905438439
639,14,40,35,63,3,44,12,2,7,5,1,3905438440
640,33,4,74,91,95,29,112,22,3,48,1,3905438443
641,74,10,99,5,101,21,26,22,37,1,0,3905438444
642,94,5,36,8,106,51,99,67,53,107,1,3905438468
643,2,76,88,75,8,7,34,32,35,19,0,3905438469
644,1,14,69,23,30,95,113,75,102,16,1,3905438471
645,71,26,11,12,101,35,5,48,79,99,0,3905438472
646,50,33,10,100,58,84,67,88,25,32,0,3905438475
647,75,29,35,8,30,74,107,55,48,57,0,3905438479
648,97,51,114,86,23,32,11,26,58,18,1,3905438480
649,74,57,7,44,75,52,68,93,101,62,1,3905438493
650,21,102,10,119,11,93,5,14,84,23,0,3905438495
651,14,4,35,18,5,8,103,97,34,110,1,3905438501
652,5,4,70,99,43,48,89,39,54,14,1,3905438502
653,23,10,22,74,87,81,68,63,49,91,0,3905438507
654,11,44,74,14,15,70,5,17,21,69,0,3905438512
655,75,74,8,51,83,80,95,26,14,5,1,3905438513
656,18,105,32,35,36,20,93,84,21,14,1,3905438514
657,42,25,100,7,98,12,63,75,14,11,1,3905438517
658,20,34,32,5,67,35,114,120,2,23,1,3905438519
659,110,108,71,25,81,87,18,102,86,22,1,3905438538
660,27,56,103,15,42,25,75,6,84,2,1,3905438542
661,57,35,22,42,17,14,8,44,13,27,1,3905438547
662,93,7,101,39,29,100,54,17,4,64,1,3905438548
663,104,10,110,100,106,109,7,86,17,22,1,3905438551
664,15,47,59,7,62,32,104,22,79,12,0,3905438553
665,70,11,84,10,86,33,23,72,80,27,1,3905438577
666,55,42,54,22,3,98,53,27,8,44,1,3905438581
667,75,5,34,63,48,86,74,101,31,67,0,3905438582
668,86,67,14,21,38,44,22,63,68,32,1,3905438583
669,4,62,75,54,17,1,29,20,11,26,1,3905438584
670,84,47,63,8,14,48,87,11,21,2,1,3905438585
671,13,53,44,18,39,60,67,35,23,22,0,3905438587
672,9,46,54,63,93,21,4,32,19,43,0,3905438588
673,18,26,46,8,32,92,12,56,25,5,1,3905438590
674,34,62,1,47,75,17,15,23,9,14,1,3905438592
675,93,44,32,59,90,7,2,35,9,104,0,3905438593
676,101,106,99,51,43,14,2,41,72,27,0,3905438594
677,99,5,63,28,2,32,49,110,93,105,1,3905438595
678,1,5,71,39,26,43,14,44,23,21,1,3905438596
679,49,67,120,17,36,4,74,104,35,20,1,3905438597
680,105,94,63,2,23,72,53,4,101,44,1,3905438603
681,31,97,93,101,39,11,16,45,1,63,1,3905438604
682,1,14,8,32,41,5,93,104,16,74,0,3905438634
683,47,8,22,42,37,81,71,56,34,90,1,3905438638
684,52,35,28,14,54,76,9,2,79,6,0,3905438639
685,63,4,8,73,30,93,1,68,14,57,0,3905438641
686,27,105,88,15,11,25,8,63,35,6,0,3905438643
687,32,75,41,104,76,22,119,100,2,48,0,3905438646
688,32,44,5,74,107,17,48,120,88,14,1,3905438647
689,18,64,43,2,14,106,47,62,99,21,1,3905438648
690,35,48,69,87,14,26,2,16,22,93,1,3905438671
691,32,68,49,93,69,22,27,14,48,84,1,3905438673
692,18,100,49,39,26,14,41,34,32,6,0,3905438674
693,59,26,32,96,35,119,21,112,2,8,0,3905438675
694,1,4,76,31,72,111,8,62,27,44,1,3905438678
695,16,29,23,1,5,13,36,8,14,57,1,3905438682
696,103,26,93,36,74,14,106,48,61,31,1,3905438684
697,63,53,96,25,44,19,75,23,113,108,1,3905438686
698,21,14,35,44,65,9,11,42,57,10,1,3905438692
699,11,88,22,1,75,43,36,48,79,68,1,3905438711
700,26,70,76,21,97,39,7,41,64,54,0,3905438713
701,1,32,11,112,26,4,35,2,114,6,1,3905438717
702,35,41,63,18,23,104,1,17,4,119,1,3905438722
703,22,84,67,14,108,60,85,71,8,74,0,3905438724
704,106,63,97,74,41,30,23,14,34,93,0,3905438726
705,75,8,22,104,14,51,48,9,32,86,0,3905438729
706,1,22,99,42,45,17,104,18,6,16,0,3905438742
707,99,22,23,73,20,91,114,4,59,67,1,3905438743
708,52,60,11,41,28,119,56,20,44,49,1,3905438744
709,44,50,47,73,74,81,120,106,58,14,0,3905438746
710,28,2,54,35,98,23,85,22,37,41,0,3905438748
711,17,52,101,119,41,23,21,97,99,13,1,3905438750
712,86,97,21,18,63,108,7,91,11,41,0,3905438753
713,22,54,85,20,63,6,53,31,27,41,0,3905438769
714,71,47,8,4,86,35,31,48,27,29,1,3905438771
715,12,69,54,35,48,22,59,70,44,1,0,3905438772
716,93,90,49,9,10,5,105,19,40,51,1,3905438774
717,12,44,119,2,113,17,35,99,32,8,0,3905438776
718,17,51,1,23,14,4,40,49,27,6,1,3905438778
719,18,25,84,1,73,78,105,94,74,42,1,3905438779
720,42,67,14,43,23,93,63,22,101,90,1,3905438781
721,5,104,102,100,59,35,96,49,76,7,0,3905438785
722,48,50,35,100,98,9,7,77,54,44,0,3905438788
723,110,72,50,8,74,67,97,3,10,31,0,3905438790
724,41,81,34,66,87,78,61,7,94,44,1,3905438791
725,27,17,88,7,67,48,91,74,69,84,0,3905438792
726,48,120,17,86,111,95,9,113,68,49,1,3905438806
727,6,107,71,41,13,34,14,28,81,18,0,3905438811
728,20,11,42,32,22,99,75,104,34,16,1,3905438813
729,110,75,8,16,23,14,56,5,12,78,1,3905438817
730,41,22,62,40,35,12,26,106,92,86,0,3905438818
731,35,6,47,12,59,4,41,21,48,11,0,3905438822
732,7,26,109,76,70,15,72,91,97,101,0,3905438826
733,22,7,44,38,98,48,83,23,51,69,1,3905438862
734,86,21,74,22,29,2,35,23,76,14,0,3905438864
735,41,31,15,64,25,44,27,104,17,75,0,3905438865
736,25,27,107,69,72,74,8,119,31,120,1,3905438867
737,1,101,2,37,111,99,50,18,40,81,1,3905438868
738,60,91,18,95,104,14,63,49,27,6,0,3905438869
739,26,89,8,35,72,30,14,120,59,74,1,3905438878
740,48,16,94,30,21,28,52,23,89,44,1,3905438879
741,62,22,12,47,43,7,93,4,74,29,0,3905438880
742,39,64,63,109,2,22,87,41,14,114,1,3905438881
743,12,69,7,107,74,5,26,39,95,98,0,3905438882
744,104,6,36,60,14,11,8,4,32,16,1,3905438884
745,41,22,37,14,35,16,100,40,32,8,1,3905438886
746,101,104,87,34,70,39,48,7,53,93,1,3905438888
747,48,119,68,11,64,86,96,25,50,41,0,3905438897
748,4,63,7,75,86,83,21,12,26,34,0,3905438899
749,67,14,41,84,13,8,93,5,52,11,1,3905438900
750,63,23,11,15,119,34,104,110,16,18,0,3905438902
751,108,74,100,10,14,39,69,9,95,22,0,3905438905
752,11,14,86,48,51,46,27,57,114,20,0,3905438908
753,14,44,22,113,67,26,1,69,34,21,0,3905438909
754,106,14,52,44,101,43,22,32,41,75,0,3905438910
755,12,31,32,93,44,22,71,81,35,4,1,3905438912
756,4,11,71,45,93,54,21,26,17,83,1,3905438916
757,14,60,23,37,8,22,18,109,86,40,1,3905438917
758,88,18,35,7,114,76,14,16,77,52,1,3905438918
759,44,22,18,8,48,93,6,71,21,40,0,3905438919
760,6,14,94,43,99,74,69,9,8,110,0,3905438930
761,71,38,34,68,109,32,45,54,69,74,1,3905438934
762,53,74,14,93,35,18,42,86,47,28,1,3905438936
763,7,109,35,20,63,23,48,2,39,79,1,3905438937
764,86,41,28,35,8,7,49,48,51,9,1,3905438940
765,27,109,33,74,60,79,29,23,46,44,0,3905438941
766,35,73,44,20,6,23,14,18,17,119,1,3905438942
767,35,8,47,14,37,21,44,104,2,67,1,3905438944
768,74,10,99,79,14,76,4,51,42,21,0,3905438946
769,51,106,32,11,87,49,22,28,14,23,1,3905438948
770,48,83,17,21,30,71,5,109,85,34,0,3905438949
771,97,101,76,91,10,32,51,22,75,4,0,3905438977
772,42,14,32,12,101,67,43,20,109,11,0,3905438978
773,28,1,104,11,8,25,26,84,99,70,1,3905438981
774,5,87,74,1,32,45,88,28,42,21,0,3905438982
775,18,11,14,56,112,26,41,40,34,16,1,3905438983
776,62,48,56,98,32,119,5,34,25,8,0,3905438987
777,21,18,105,63,12,5,72,97,6,49,0,3905438990
778,25,83,69,91,1,65,30,7,43,12,0,3905438991
779,5,12,109,42,18,2,95,4,28,23,0,3905438992
780,105,14,2,1,34,8,106,51,90,22,0,3905438993
781,69,15,21,35,14,25,45,48,34,4,0,3905438994
782,35,41,84,74,14,22,32,34,12,114,1,3905438999
783,76,42,44,31,28,14,1,50,108,97,1,3905439001
784,99,103,34,50,114,5,22,44,20,48,0,3905439003
785,95,8,1,4,97,2,34,7,14,35,1,3905439008
786,88,14,41,48,74,8,17,2,119,26,1,3905439009
787,8,86,14,97,46,50,93,76,62,102,1,3905439010
788,45,25,9,81,5,22,7,8,104,112,0,3905439012
789,94,100,42,7,120,54,30,22,17,31,1,3905439014
790,57,75,41,101,23,65,44,40,100,8,1,3905439032
791,44,86,17,21,63,4,74,22,48,99,0,3905439034
792,12,11,95,81,22,76,44,18,35,2,0,3905439035
793,15,114,42,8,21,4,2,48,32,12,1,3905439037
794,56,21,93,16,32,23,42,22,9,70,0,3905439038
795,88,23,74,94,93,13,99,34,6,71,1,3905439044
796,84,101,52,60,81,14,11,8,26,13,1,3905439045
797,69,26,14,56,8,93,5,32,74,99,0,3905439049
798,69,20,6,74,32,86,11,8,99,23,0,3905439050
799,5,18,6,21,81,14,62,100,54,9,1,3905439051
800,7,88,35,3,29,27,5,59,61,18,0,3905439054
801,8,7,26,119,34,11,27,31,104,93,1,3905439055
802,23,9,42,34,33,110,99,26,95,43,0,3905439057
803,12,71,7,88,17,8,28,74,14,87,0,3905439059
804,63,62,22,84,8,44,28,41,4,2,1,3905439081
805,72,18,52,14,33,8,75,9,104,11,1,3905439083
806,14,44,7,23,60,18,12,71,35,47,1,3905439085
807,14,44,93,32,25,63,19,20,99,21,1,3905439087
808,81,25,53,56,86,113,114,108,41,31,0,3905439089
809,81,31,15,47,103,5,8,17,119,22,1,3905439090
810,5,16,14,11,93,2,8,26,74,18,0,3905439095
811,30,16,12,5,22,54,56,42,62,6,1,3905439097
812,56,31,99,97,75,21,80,44,101,27,1,3905439098
813,72,52,70,28,44,11,62,18,48,119,0,3905439099
814,11,18,48,21,32,67,14,45,56,44,0,3905439105
815,120,14,8,108,58,5,31,71,47,70,0,3905439127
816,86,93,13,71,30,8,112,17,2,26,0,3905439128
817,11,14,18,7,15,35,12,107,6,93,0,3905439132
818,99,63,14,88,1,5,34,4,8,16,0,3905439135
819,2,8,35,14,86,51,64,93,94,87,1,3905439136
820,6,99,64,100,23,39,119,9,8,75,0,3905439137
821,60,21,5,12,14,10,20,2,86,34,1,3905439140
822,69,47,16,59,21,48,14,25,120,31,0,3905439141
823,12,60,119,90,59,41,27,62,22,63,0,3905439143
824,72,32,74,104,14,101,1,46,2,39,1,3905439154
825,35,16,27,63,42,47,79,102,105,10,0,3905439175
826,31,15,48,11,14,21,29,30,25,67,0,3905439176
827,9,106,105,19,104,2,93,3,35,114,1,3905439177
828,44,6,2,84,53,98,71,18,99,34,0,3905439180
829,104,87,62,44,59,106,63,74,26,49,1,3905439182
830,108,63,36,26,93,16,4,86,11,21,1,3905439183
831,47,23,11,67,32,112,99,14,34,1,0,3905439184
832,70,100,8,62,95,34,19,42,18,44,0,3905439185
833,74,22,35,69,71,18,46,14,84,75,1,3905439186
834,35,5,67,59,2,39,74,14,91,63,1,3905439187
835,48,47,40,112,44,119,23,11,59,74,1,3905439188
836,41,114,95,76,26,42,48,35,93,98,0,3905439190
837,44,74,1,120,62,2,7,21,48,79,1,3905439191
838,21,99,3,59,39,74,88,4,14,36,0,3905439192
839,48,20,44,25,28,8,2,26,14,11,0,3905439194
840,2,68,93,84,13,5,59,32,108,34,1,3905439195
841,60,27,35,21,22,68,29,48,16,49,1,3905439196
842,50,108,48,74,28,85,32,22,73,101,1,3905439201
843,72,104,14,18,98,56,23,12,7,22,0,3905439202
844,57,41,40,11,60,99,74,72,14,86,1,3905439206
845,38,27,48,14,22,46,67,21,99,26,0,3905439207
846,100,105,23,14,12,62,98,31,8,76,0,3905439214
847,104,93,101,17,85,4,9,36,74,75,1,3905439216
848,82,21,87,60,81,5,69,73,99,48,1,3905439230
849,95,48,26,37,74,86,15,119,99,12,0,3905439232
850,83,47,105,93,95,7,22,44,27,114,1,3905439233
851,101,69,114,64,32,76,14,7,57,26,0,3905439234
852,8,20,27,18,21,14,35,55,4,2,0,3905439237
853,14,71,47,81,26,54,104,5,21,76,1,3905439238
854,1,7,4,39,2,22,74,5,79,94,0,3905439242
855,26,21,109,31,119,74,99,34,42,114,0,3905439243
856,64,52,44,104,9,19,100,87,1,72,1,3905439244
857,49,27,41,14,63,26,8,11,32,1,0,3905439246
858,84,35,14,88,18,47,94,22,30,71,1,3905439247
859,75,41,2,62,34,9,29,32,22,14,1,3905439250
860,20,74,69,14,6,96,58,18,52,56,1,3905439251
861,22,46,44,71,26,21,28,34,1,104,0,3905439254
862,93,86,11,27,99,14,12,96,23,113,0,3905439255
863,19,91,98,45,35,7,2,26,17,81,1,3905439257
864,43,103,37,7,44,11,101,5,90,2,0,3905439278
865,114,14,102,11,2,56,16,20,34,48,0,3905439284
866,12,10,30,56,53,26,99,11,7,67,1,3905439285
867,114,57,30,101,56,120,48,87,71,22,1,3905439286
868,120,28,44,46,4,85,109,57,8,22,0,3905439287
869,104,120,41,20,74,35,108,93,48,2,0,3905439289
870,86,39,76,113,55,94,26,6,57,85,1,3905439292
871,3,97,6,47,9,48,119,26,85,96,1,3905439293
872,100,14,19,34,102,21,67,27,69,84,0,3905439294
873,9,104,71,26,67,34,81,32,14,41,1,3905439296
874,11,58,69,95,105,93,27,94,14,55,1,3905439300
875,119,110,54,101,11,23,14,32,114,2,0,3905439301
876,95,86,70,69,31,89,15,74,50,59,1,3905439302
877,27,99,74,20,8,35,26,57,22,86,1,3905439305
878,93,35,22,104,75,41,21,38,14,9,1,3905439307
879,104,108,11,26,48,22,2,93,13,5,1,3905439309
880,28,27,1,74,64,22,98,20,44,69,0,3905439310
881,14,34,21,101,93,65,74,71,44,5,1,3905439329
882,21,71,93,97,26,69,42,36,111,43,1,3905439333
883,22,104,53,7,100,23,96,34,87,72,0,3905439334
884,68,95,32,11,4,22,41,27,17,40,1,3905439336
885,68,42,93,34,99,54,101,41,13,120,0,3905439337
886,75,10,21,99,27,105,5,11,8,18,1,3905439338
887,14,69,12,39,31,119,23,56,41,106,0,3905439342
888,22,41,12,71,62,43,114,35,37,2,1,3905439358
889,72,44,99,14,22,31,74,5,35,32,1,3905439360
890,33,21,113,2,41,74,29,63,55,54,0,3905439364
891,100,44,95,14,48,34,32,4,93,101,0,3905439367
892,21,68,35,86,1,41,74,101,26,8,0,3905439373
893,32,22,27,40,44,47,97,35,93,6,1,3905439374
894,10,7,6,32,104,114,28,86,44,35,1,3905439379
895,8,17,97,31,18,32,34,63,62,29,0,3905439406
896,25,7,72,67,99,34,84,104,57,28,1,3905439407
897,82,9,50,35,104,95,74,10,7,28,1,3905439410
898,25,42,44,7,105,87,54,110,11,84,0,3905439411
899,22,14,23,99,8,93,102,71,47,84,0,3905439412
900,64,86,1,14,4,119,93,23,100,97,1,3905439413
901,106,62,70,26,13,48,25,74,3,71,1,3905439414
902,57,64,14,12,18,99,106,48,31,9,0,3905439415
903,71,35,40,31,104,112,43,4,100,83,0,3905439416
904,49,76,114,91,14,93,16,39,33,105,0,3905439426
905,75,114,27,34,44,9,23,93,5,35,1,3905439444
906,1,62,14,94,21,35,9,31,43,41,1,3905439447
907,1,2,34,28,9,99,39,41,106,20,1,3905439448
908,95,26,28,56,64,3,112,99,49,8,1,3905439452
909,14,94,7,63,22,67,86,68,4,51,0,3905439455
910,17,21,12,93,105,58,104,75,49,40,0,3905439471
911,106,35,104,14,101,8,30,32,74,48,1,3905439472
912,54,32,81,70,88,21,114,40,31,10,0,3905439473
913,63,23,99,93,87,28,97,35,4,100,1,3905439476
914,44,31,42,14,35,45,96,85,18,1,0,3905439477
915,104,23,8,71,94,11,2,42,27,6,0,3905439479
916,56,21,8,22,75,23,86,98,71,14,1,3905439481
917,43,48,2,30,37,7,55,74,26,8,1,3905439484
918,100,1,79,21,74,2,22,31,8,44,1,3905439488
919,26,36,12,96,35,14,18,7,74,69,0,3905439490
920,68,99,51,35,20,11,101,114,28,32,0,3905439493
921,39,41,5,100,58,11,8,14,23,30,0,3905439499
922,102,30,21,47,6,42,8,74,119,57,1,3905439500
923,14,6,11,20,100,93,21,64,22,29,0,3905439505
924,23,32,81,84,48,72,35,59,99,7,1,3905439521
925,70,71,29,47,5,14,86,34,48,69,1,3905439524
926,14,48,2,9,25,39,23,41,27,108,0,3905439532
927,15,32,22,105,74,70,56,2,68,23,0,3905439533
928,72,108,21,71,14,42,93,35,41,7,0,3905439534
929,99,18,22,42,40,88,61,17,63,49,1,3905439535
930,102,50,93,17,86,104,74,95,14,26,0,3905439539
931,114,76,9,21,68,40,100,73,96,23,0,3905439540
932,79,19,44,81,71,85,87,109,39,72,0,3905439542
933,2,30,35,119,56,3,6,93,34,21,0,3905439543
934,114,9,51,26,39,37,91,64,10,22,0,3905439567
935,71,29,113,94,89,8,14,26,35,110,0,3905439568
936,47,74,8,27,99,21,72,70,59,84,1,3905439570
937,22,63,34,5,19,44,99,76,104,21,0,3905439572
938,14,17,25,114,38,27,20,63,11,97,0,3905439573
939,98,22,104,5,14,29,86,76,59,8,0,3905439574
940,49,50,35,33,14,104,2,74,48,75,0,3905439575
941,56,7,64,102,101,22,21,26,72,16,1,3905439576
942,4,97,109,112,102,5,6,101,75,39,0,3905439581
943,63,42,74,56,105,26,32,8,46,18,0,3905439583
944,42,22,110,76,26,32,71,54,82,120,0,3905439585
945,47,33,41,39,1,110,9,85,99,35,1,3905439596
946,8,74,98,112,34,80,59,48,6,27,1,3905439600
947,4,87,62,35,48,42,44,43,6,12,0,3905439601
948,16,41,87,74,35,15,32,34,2,71,0,3905439603
949,34,104,114,70,5,8,32,74,80,84,0,3905439608
950,101,27,106,4,36,2,1,114,84,44,1,3905439609
